_Language,English,English,,Language name - in English
GMStdIfKeyDown_Story_4,"If ${key} is not down on ${applyto}","If ${key} is not down on ${applyto}",,dnd story text
GMStdIfKeyUp_Story_1,"If ${key} is released","If ${key} is released",,dnd story text
GMStdIfKeyUp_Story_2,"If ${key} is released on ${applyto}","If ${key} is released on ${applyto}",,dnd story text
GMStdIfKeyUp_Story_3,"If ${key} is not released","If ${key} is not released",,dnd story text
GMStdIfKeyUp_Story_4,"If ${key} is not released on ${applyto}","If ${key} is not released on ${applyto}",,dnd story text
GMStdVKeyShow_Story_1,"Show virtual keyboard with ${keyboard_type}","Show virtual keyboard with ${keyboard_type}",,dnd story text
GMStdVKeyShow_Story_2,"Show virtual keyboard with ${keyboard_type} on ${applyto}","Show virtual keyboard with ${keyboard_type} on ${applyto}",,dnd story text
GMStdVKeyHide_Story,"Hide virtual keyboard","Hide virtual keyboard",,dnd story text
GMStdVKeyHeight_Story_1,"Get virtual keyboard height into ${target}","Get virtual keyboard height into ${target}",,dnd story text
GMStdVKeyHeight_Story_2,"Get virtual keyboard height into temp ${target}","Get virtual keyboard height into temp ${target}",,dnd story text
GMStdVKeyStatus_Story_1,"If virtual keyboard is showing","If virtual keyboard is showing",,dnd story text
GMStdVKeyStatus_Story_2,"If virtual keyboard is showing on ${applyto}","If virtual keyboard is showing on ${applyto}",,dnd story text
GMStdVKeyStatus_Story_3,"If virtual keyboard is showing into ${target}","If virtual keyboard is showing into ${target}",,dnd story text
GMStdVKeyStatus_Story_4,"If virtual keyboard is showing into ${target} on ${applyto}","If virtual keyboard is showing into ${target} on ${applyto}",,dnd story text
GMStdVKeyStatus_Story_5,"If virtual keyboard is showing into temp ${target}","If virtual keyboard is showing into temp ${target}",,dnd story text
GMStdVKeyStatus_Story_6,"If virtual keyboard is showing into temp ${target} on ${applyto}","If virtual keyboard is showing into temp ${target} on ${applyto}",,dnd story text
GMStdVKeyStatus_Story_7,"If virtual keyboard is not showing","If virtual keyboard is not showing",,dnd story text
GMStdVKeyStatus_Story_8,"If virtual keyboard is not showing on ${applyto}","If virtual keyboard is not showing on ${applyto}",,dnd story text
GMStdVKeyStatus_Story_9,"If virtual keyboard is not showing into ${target}","If virtual keyboard is not showing into ${target}",,dnd story text
GMStdVKeyStatus_Story_10,"If virtual keyboard is not showing into ${target} on ${applyto}","If virtual keyboard is not showing into ${target} on ${applyto}",,dnd story text
GMStdVKeyStatus_Story_11,"If virtual keyboard is not showing into temp ${target}","If virtual keyboard is not showing into temp ${target}",,dnd story text
GMStdVKeyStatus_Story_12,"If virtual keyboard is not showing into temp ${target} on ${applyto}","If virtual keyboard is not showing into temp ${target} on ${applyto}",,dnd story text
GMStdGPAxis_Story_1,"Get ${axis} axis value on gamepad ${gp} into ${var}","Get ${axis} axis value on gamepad ${gp} into ${var}",,dnd story text
GMStdGPAxis_Story_2,"Get ${axis} axis value on gamepad ${gp} into ${var} on ${applyto}","Get ${axis} axis value on gamepad ${gp} into ${var} on ${applyto}",,dnd story text
GMStdGPAxis_Story_3,"Get ${axis} axis value on gamepad ${gp} into temp ${var}","Get ${axis} axis value on gamepad ${gp} into temp ${var}",,dnd story text
GMStdGPAxis_Story_4,"Get ${axis} axis value on gamepad ${gp} into temp ${var} on ${applyto}","Get ${axis} axis value on gamepad ${gp} into temp ${var} on ${applyto}",,dnd story text
GMStdGPTrigger_Story_1,"Get ${trigger} value on gamepad ${gp} into ${var}","Get ${trigger} value on gamepad ${gp} into ${var}",,dnd story text
GMStdGPTrigger_Story_2,"Get ${trigger} value on gamepad ${gp} into ${var} on ${applyto}","Get ${trigger} value on gamepad ${gp} into ${var} on ${applyto}",,dnd story text
GMStdGPTrigger_Story_3,"Get ${trigger} value on gamepad ${gp} into temp ${var}","Get ${trigger} value on gamepad ${gp} into temp ${var}",,dnd story text
GMStdGPTrigger_Story_4,"Get ${trigger} value on gamepad ${gp} into temp ${var} on ${applyto}","Get ${trigger} value on gamepad ${gp} into temp ${var} on ${applyto}",,dnd story text
GMStdGpDeviceC_Story_1,"Get gamepad device count into ${var}","Get gamepad device count into ${var}",,dnd story text
GMStdGpDeviceC_Story_2,"Get gamepad device count into ${var} on ${applyto}","Get gamepad device count into ${var} on ${applyto}",,dnd story text
GMStdGpDeviceC_Story_3,"Get gamepad device count into temp ${var}","Get gamepad device count into temp ${var}",,dnd story text
GMStdGpDeviceC_Story_4,"Get gamepad device count into temp ${var} on ${applyto}","Get gamepad device count into temp ${var} on ${applyto}",,dnd story text
GMStdGPConnc_Story_1,"Get whether gamepad ${gp} is connected into ${var}","Get whether gamepad ${gp} is connected into ${var}",,dnd story text
GMStdGPConnc_Story_2,"Get whether gamepad ${gp} is connected into ${var} on ${applyto}","Get whether gamepad ${gp} is connected into ${var} on ${applyto}",,dnd story text
GMStdGPConnc_Story_3,"Get whether gamepad ${gp} is connected into temp ${var}","Get whether gamepad ${gp} is connected into temp ${var}",,dnd story text
GMStdGPConnc_Story_4,"Get whether gamepad ${gp} is connected into temp ${var} on ${applyto}","Get whether gamepad ${gp} is connected into temp ${var} on ${applyto}",,dnd story text
GMStdGPDeadzone_Story_1,"Set deadzone of gamepad ${gp} to ${deadzone}","Set deadzone of gamepad ${gp} to ${deadzone}",,dnd story text
GMStdGPDeadzone_Story_2,"Set deadzone of gamepad ${gp} to ${deadzone} on ${applyto}","Set deadzone of gamepad ${gp} to ${deadzone} on ${applyto}",,dnd story text
GMStdGPThreshold_Story_1,"Set button threshold of gamepad ${gp} to ${threshold}","Set button threshold of gamepad ${gp} to ${threshold}",,dnd story text
GMStdGPThreshold_Story_2,"Set button threshold of gamepad ${gp} to ${threshold} on ${applyto}","Set button threshold of gamepad ${gp} to ${threshold} on ${applyto}",,dnd story text
GMStdIfGPDown_Story_1,"If ${btn} on gamepad ${gp} is down","If ${btn} on gamepad ${gp} is down",,dnd story text
GMStdIfGPDown_Story_2,"If ${btn} on gamepad ${gp} is down on ${applyto}","If ${btn} on gamepad ${gp} is down on ${applyto}",,dnd story text
GMStdIfGPDown_Story_3,"If ${btn} on gamepad ${gp} is not down","If ${btn} on gamepad ${gp} is not down",,dnd story text
GMStdIfGPDown_Story_4,"If ${btn} on gamepad ${gp} is not down on ${applyto}","If ${btn} on gamepad ${gp} is not down on ${applyto}",,dnd story text
GMStdIfGPPressed_Story_1,"If ${btn} on gamepad ${gp} is pressed","If ${btn} on gamepad ${gp} is pressed",,dnd story text
GMStdIfGPPressed_Story_2,"If ${btn} on gamepad ${gp} is pressed on ${applyto}","If ${btn} on gamepad ${gp} is pressed on ${applyto}",,dnd story text
GMStdIfGPPressed_Story_3,"If ${btn} on gamepad ${gp} is not pressed","If ${btn} on gamepad ${gp} is not pressed",,dnd story text
GMStdIfGPPressed_Story_4,"If ${btn} on gamepad ${gp} is not pressed on ${applyto}","If ${btn} on gamepad ${gp} is not pressed on ${applyto}",,dnd story text
GMStdIfGPUp_Story_1,"If ${btn} on gamepad ${gp} is released","If ${btn} on gamepad ${gp} is released",,dnd story text
GMStdIfGPUp_Story_2,"If ${btn} on gamepad ${gp} is released on ${applyto}","If ${btn} on gamepad ${gp} is released on ${applyto}",,dnd story text
GMStdIfGPUp_Story_3,"If ${btn} on gamepad ${gp} is not released","If ${btn} on gamepad ${gp} is not released",,dnd story text
GMStdIfGPUp_Story_4,"If ${btn} on gamepad ${gp} is not released on ${applyto}","If ${btn} on gamepad ${gp} is not released on ${applyto}",,dnd story text
GMStdDirFixed_Story_1,"Stop movement","Stop movement",,dnd story text
GMStdDirFixed_Story_2,"Stop movement on ${applyto}","Stop movement on ${applyto}",,dnd story text
GMStdDirFixed_Story_3,"Set direction to ${direction}","Set direction to ${direction}",,dnd story text
GMStdDirFixed_Story_4,"Set direction to ${direction} on ${applyto}","Set direction to ${direction} on ${applyto}",,dnd story text
GMStdDirFree_Story_1,"Add ${direction} to direction","Add ${direction} to direction",,dnd story text
GMStdDirFree_Story_2,"Add ${direction} to direction on ${applyto}","Add ${direction} to direction on ${applyto}",,dnd story text
GMStdDirPoint_Story_1,"Set direction towards ${dnd_position}","Set direction towards ${dnd_position}",,dnd story text
GMStdDirPoint_Story_2,"Set direction towards ${dnd_position} on ${applyto}","Set direction towards ${dnd_position} on ${applyto}",,dnd story text
GMStdDirRandom_Story_1,"Set random direction from ${direction}","Set random direction from ${direction}",,dnd story text
GMStdDirRandom_Story_2,"Set random direction from ${direction} on ${applyto}","Set random direction from ${direction} on ${applyto}",,dnd story text
GMStdSpeed_Story_1,"Add ${speed} to speed","Add ${speed} to speed",,dnd story text
GMStdSpeed_Story_2,"Add ${speed} to speed on ${applyto}","Add ${speed} to speed on ${applyto}",,dnd story text
GMStdSpeed_Story_3,"Set speed to ${speed}","Set speed to ${speed}",,dnd story text
GMStdSpeed_Story_4,"Set speed to ${speed} on ${applyto}","Set speed to ${speed} on ${applyto}",,dnd story text
GMStdSpeed_Story_5,"Add ${speed} to horizontal speed","Add ${speed} to horizontal speed",,dnd story text
GMStdSpeed_Story_6,"Add ${speed} to horizontal speed on ${applyto}","Add ${speed} to horizontal speed on ${applyto}",,dnd story text
GMStdSpeed_Story_7,"Set horizontal speed to ${speed}","Set horizontal speed to ${speed}",,dnd story text
GMStdSpeed_Story_8,"Set horizontal speed to ${speed} on ${applyto}","Set horizontal speed to ${speed} on ${applyto}",,dnd story text
GMStdSpeed_Story_9,"Add ${speed} to vertical speed","Add ${speed} to vertical speed",,dnd story text
GMStdSpeed_Story_10,"Add ${speed} to vertical speed on ${applyto}","Add ${speed} to vertical speed on ${applyto}",,dnd story text
GMStdSpeed_Story_11,"Set vertical speed to ${speed}","Set vertical speed to ${speed}",,dnd story text
GMStdSpeed_Story_12,"Set vertical speed to ${speed} on ${applyto}","Set vertical speed to ${speed} on ${applyto}",,dnd story text
GMStdGravDir_Story_1,"Add ${direction} to gravity direction","Add ${direction} to gravity direction",,dnd story text
GMStdGravDir_Story_2,"Add ${direction} to gravity direction on ${applyto}","Add ${direction} to gravity direction on ${applyto}",,dnd story text
GMStdGravDir_Story_3,"Set gravity direction to ${direction}","Set gravity direction to ${direction}",,dnd story text
GMStdGravDir_Story_4,"Set gravity direction to ${direction} on ${applyto}","Set gravity direction to ${direction} on ${applyto}",,dnd story text
GMStdGravForce_Story_1,"Add ${force} to gravity force","Add ${force} to gravity force",,dnd story text
GMStdGravForce_Story_2,"Add ${force} to gravity force on ${applyto}","Add ${force} to gravity force on ${applyto}",,dnd story text
GMStdGravForce_Story_3,"Set gravity force to ${force}","Set gravity force to ${force}",,dnd story text
GMStdGravForce_Story_4,"Set gravity force to ${force} on ${applyto}","Set gravity force to ${force} on ${applyto}",,dnd story text
GMStdReverse_Story_1,"Reverse direction","Reverse direction",,dnd story text
GMStdReverse_Story_2,"Reverse direction on ${applyto}","Reverse direction on ${applyto}",,dnd story text
GMStdReverse_Story_3,"Reverse horizontal speed","Reverse horizontal speed",,dnd story text
GMStdReverse_Story_4,"Reverse horizontal speed on ${applyto}","Reverse horizontal speed on ${applyto}",,dnd story text
GMStdReverse_Story_5,"Reverse vertical speed","Reverse vertical speed",,dnd story text
GMStdReverse_Story_6,"Reverse vertical speed on ${applyto}","Reverse vertical speed on ${applyto}",,dnd story text
GMStdReverse_Story_7,"Reverse gravitational direction","Reverse gravitational direction",,dnd story text
GMStdReverse_Story_8,"Reverse gravitational direction on ${applyto}","Reverse gravitational direction on ${applyto}",,dnd story text
GMStdFriction_Story_1,"Add ${friction} to friction","Add ${friction} to friction",,dnd story text
GMStdFriction_Story_2,"Add ${friction} to friction on ${applyto}","Add ${friction} to friction on ${applyto}",,dnd story text
GMStdFriction_Story_3,"Set friction to ${friction}","Set friction to ${friction}",,dnd story text
GMStdFriction_Story_4,"Set friction to ${friction} on ${applyto}","Set friction to ${friction} on ${applyto}",,dnd story text
GMStdJumpPoint_Story_1,"Jump to ${dnd_position}","Jump to ${dnd_position}",,dnd story text
GMStdJumpPoint_Story_2,"Jump to ${dnd_position} on ${applyto}","Jump to ${dnd_position} on ${applyto}",,dnd story text
GMStdJumpStart_Story_1,"Jump to start","Jump to start",,dnd story text
GMStdJumpStart_Story_2,"Jump ${applyto} to start","Jump ${applyto} to start",,dnd story text
GMStdSnapPos_Story_1,"Snap  to ${xsnap},${ysnap}","Snap  to ${xsnap},${ysnap}",,dnd story text
GMStdSnapPos_Story_2,"Snap ${applyto} to ${xsnap},${ysnap} on ${applyto}","Snap ${applyto} to ${xsnap},${ysnap} on ${applyto}",,dnd story text
GMStdWrapRoom_Story_1,"Wrap around room","Wrap around room",,dnd story text
GMStdWrapRoom_Story_2,"Wrap ${applyto} around room on ${applyto}","Wrap ${applyto} around room on ${applyto}",,dnd story text
GMStdIfAnyObjAt_Story_1,"If any instance is overlapping self at ${dnd_position}","If any instance is overlapping self at ${dnd_position}",,dnd story text
GMStdIfAnyObjAt_Story_2,"If any instance is overlapping self at ${dnd_position} on ${applyto}","If any instance is overlapping self at ${dnd_position} on ${applyto}",,dnd story text
GMStdIfAnyObjAt_Story_3,"If no instance is overlapping self at ${dnd_position}","If no instance is overlapping self at ${dnd_position}",,dnd story text
GMStdIfAnyObjAt_Story_4,"If no instance is overlapping self at ${dnd_position} on ${applyto}","If no instance is overlapping self at ${dnd_position} on ${applyto}",,dnd story text
GMStdIfObjAt_Story_1,"If ${object} is overlapping self at ${dnd_position}${show_input_count}","If ${object} is overlapping self at ${dnd_position}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_2,"If ${object} is overlapping self at ${dnd_position} on ${applyto}${show_input_count}","If ${object} is overlapping self at ${dnd_position} on ${applyto}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_3,"If ${object} is overlapping self at ${dnd_position} into ${target}${show_input_count}","If ${object} is overlapping self at ${dnd_position} into ${target}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_4,"If ${object} is overlapping self at ${dnd_position} into ${target} on ${applyto}${show_input_count}","If ${object} is overlapping self at ${dnd_position} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_5,"If ${object} is overlapping self at ${dnd_position} into temp ${target}${show_input_count}","If ${object} is overlapping self at ${dnd_position} into temp ${target}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_6,"If ${object} is overlapping self at ${dnd_position} into temp ${target} on ${applyto}${show_input_count}","If ${object} is overlapping self at ${dnd_position} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_7,"If ${object} is not overlapping self at ${dnd_position}${show_input_count}","If ${object} is not overlapping self at ${dnd_position}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_8,"If ${object} is not overlapping self at ${dnd_position} on ${applyto}${show_input_count}","If ${object} is not overlapping self at ${dnd_position} on ${applyto}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_9,"If ${object} is not overlapping self at ${dnd_position} into ${target}${show_input_count}","If ${object} is not overlapping self at ${dnd_position} into ${target}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_10,"If ${object} is not overlapping self at ${dnd_position} into ${target} on ${applyto}${show_input_count}","If ${object} is not overlapping self at ${dnd_position} into ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_11,"If ${object} is not overlapping self at ${dnd_position} into temp ${target}${show_input_count}","If ${object} is not overlapping self at ${dnd_position} into temp ${target}${show_input_count}",,dnd story text
GMStdIfObjAt_Story_12,"If ${object} is not overlapping self at ${dnd_position} into temp ${target} on ${applyto}${show_input_count}","If ${object} is not overlapping self at ${dnd_position} into temp ${target} on ${applyto}${show_input_count}",,dnd story text
GMStdIfColShape_Story_1,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_2,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} on ${applyto}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_3,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_4,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_5,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_6,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_7,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
GMStdIfColShape_Story_8,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_9,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_10,"If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_11,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_12,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} on ${applyto}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_13,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_14,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_15,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_16,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_17,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
GMStdIfColShape_Story_18,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_19,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_20,"If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_21,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_22,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} on ${applyto}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_23,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_24,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_25,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_26,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_27,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
GMStdIfColShape_Story_28,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_29,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_30,"If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_31,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_32,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} on ${applyto}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_33,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_34,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_35,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_36,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_37,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
GMStdIfColShape_Story_38,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_39,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_40,"If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If not ${obj} intersects line at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_41,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_42,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} on ${applyto}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_43,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_44,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_45,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_46,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_47,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
GMStdIfColShape_Story_48,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_49,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target}",,dnd story text
GMStdIfColShape_Story_50,"If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}","If not ${obj} intersects rectangle at ${dnd_position1} to ${dnd_position2} into temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_51,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2}",,dnd story text
GMStdIfColShape_Story_52,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} on ${applyto}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} on ${applyto}",,dnd story text
GMStdIfColShape_Story_53,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target}",,dnd story text
GMStdIfColShape_Story_54,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_55,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target}",,dnd story text
GMStdIfColShape_Story_56,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into list temp ${target} on ${applyto}",,dnd story text
GMStdIfColShape_Story_57,"If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target}","If not ${obj} intersects ellipse at ${dnd_position1} to ${dnd_position2} into ${target}",,dnd story text
